oldid	newid	time
HOUSE2378-15749-MALE_SAMPLED_44.1302163448101	HOUSE2378_15749	44.1302163448101
HOUSE891-17540-MALE_SAMPLED_43.8428746612871	HOUSE891_17540	43.8428746612871
HOUSE1924-15742-MALE_SAMPLED_44.5339853514452	HOUSE1924_15742	44.5339853514452
HOUSE845-9622-MALE_SAMPLED_40.0154477332419	HOUSE845_9622	40.0154477332419
HOUSE3607-10470-FEMALE_SAMPLED_40.6157614144516	HOUSE3607_10470	40.6157614144516
HOUSE3699-10529-FEMALE_SAMPLED_41.1254301098864	HOUSE3699_10529	41.1254301098864
HOUSE2946-8000-FEMALE_SAMPLED_41.1535449675284	HOUSE2946_8000	41.1535449675284
HOUSE5491-12706-FEMALE_SAMPLED_43.8369421207893	HOUSE5491_12706	43.8369421207893
HOUSE2160-11959-MALE_SAMPLED_41.1987452948489	HOUSE2160_11959	41.1987452948489
HOUSE521-13174-MALE_SAMPLED_44.5210798842592	HOUSE521_13174	44.5210798842592
HOUSE1955-1948-MALE_SAMPLED_43.0793187334514	HOUSE1955_1948	43.0793187334514
HOUSE1159-11547-MALE_SAMPLED_43.5698007801813	HOUSE1159_11547	43.5698007801813
HOUSE19-13495-FEMALE_SAMPLED_41.7628275195602	HOUSE19_13495	41.7628275195602
HOUSE3666-3607-FEMALE_SAMPLED_41.6890364691034	HOUSE3666_3607	41.6890364691034
HOUSE957-12275-FEMALE_SAMPLED_40.9368171765652	HOUSE957_12275	40.9368171765652
HOUSE957-10717-MALE_SAMPLED_41.7453700825601	HOUSE957_10717	41.7453700825601
HOUSE3924-11165-FEMALE_SAMPLED_40.8904042494519	HOUSE3924_11165	40.8904042494519
HOUSE5288-10107-MALE_SAMPLED_44.1242297871515	HOUSE5288_10107	44.1242297871515
HOUSE5288-5267-FEMALE_SAMPLED_40.957099252733	HOUSE5288_5267	40.957099252733
HOUSE3055-9661-FEMALE_SAMPLED_44.4873856310733	HOUSE3055_9661	44.4873856310733
HOUSE520-6549-MALE_SAMPLED_43.2787452984682	HOUSE520_6549	43.2787452984682
HOUSE5526-12611-MALE_SAMPLED_41.5403788734693	HOUSE5526_12611	41.5403788734693
HOUSE3426-6776-MALE_SAMPLED_41.7325159007562	HOUSE3426_6776	41.7325159007562
HOUSE52-13410-MALE_SAMPLED_44.9766825675033	HOUSE52_13410	44.9766825675033
HOUSE52-15556-FEMALE_SAMPLED_44.9792985609582	HOUSE52_15556	44.9792985609582
HOUSE426-12572-MALE_SAMPLED_41.2037089969791	HOUSE426_12572	41.2037089969791
HOUSE2929-9586-MALE_SAMPLED_42.792507277336	HOUSE2929_9586	42.792507277336
HOUSE84-69-FEMALE_SAMPLED_40.4512164093686	HOUSE84_69	40.4512164093686
HOUSE3519-14710-FEMALE_SAMPLED_43.9834359113593	HOUSE3519_14710	43.9834359113593
HOUSE1536-12423-MALE_SAMPLED_42.2677286725957	HOUSE1536_12423	42.2677286725957
HOUSE1030-8610-FEMALE_SAMPLED_32.7837820888963	HOUSE1030_8610	32.7837820888963
HOUSE489-14584-FEMALE_SAMPLED_40.8973347045808	HOUSE489_14584	40.8973347045808
HOUSE2226-10959-MALE_SAMPLED_42.2631427621367	HOUSE2226_10959	42.2631427621367
HOUSE6019-13440-FEMALE_SAMPLED_40.6461498700082	HOUSE6019_13440	40.6461498700082
HOUSE494-471-FEMALE_SAMPLED_41.0606989238974	HOUSE494_471	41.0606989238974
HOUSE1596-10277-MALE_SAMPLED_42.5466944989923	HOUSE1596_10277	42.5466944989923
HOUSE2898-10821-FEMALE_SAMPLED_40.1767098989766	HOUSE2898_10821	40.1767098989766
HOUSE3326-13133-MALE_SAMPLED_42.4888302779542	HOUSE3326_13133	42.4888302779542
HOUSE5701-5693-FEMALE_SAMPLED_40.2030184519008	HOUSE5701_5693	40.2030184519008
HOUSE751-10598-MALE_SAMPLED_41.5956843924683	HOUSE751_10598	41.5956843924683
HOUSE751-11067-FEMALE_SAMPLED_40.7841136487047	HOUSE751_11067	40.7841136487047
HOUSE3814-12265-MALE_SAMPLED_40.090692387317	HOUSE3814_12265	40.090692387317
HOUSE4446-6470-FEMALE_SAMPLED_42.6588760179844	HOUSE4446_6470	42.6588760179844
HOUSE5039-14945-MALE_SAMPLED_44.9252517700744	HOUSE5039_14945	44.9252517700744
HOUSE4318-4275-FEMALE_SAMPLED_44.8133343120571	HOUSE4318_4275	44.8133343120571
HOUSE1239-14524-FEMALE_SAMPLED_41.8681170395575	HOUSE1239_14524	41.8681170395575
HOUSE3246-3207-FEMALE_SAMPLED_44.7867799725771	HOUSE3246_3207	44.7867799725771
HOUSE2998-12582-MALE_SAMPLED_44.0406303500622	HOUSE2998_12582	44.0406303500622
HOUSE2246-14730-MALE_SAMPLED_42.3693159676576	HOUSE2246_14730	42.3693159676576
HOUSE4432-13532-MALE_SAMPLED_42.2406000003684	HOUSE4432_13532	42.2406000003684
HOUSE5468-5457-FEMALE_SAMPLED_42.778631100772	HOUSE5468_5457	42.778631100772
HOUSE2654-2657-FEMALE_SAMPLED_44.2965248940785	HOUSE2654_2657	44.2965248940785
HOUSE6019-12016-FEMALE_SAMPLED_41.2670715083368	HOUSE6019_12016	41.2670715083368
HOUSE2547-2565-FEMALE_SAMPLED_42.3346533707809	HOUSE2547_2565	42.3346533707809
HOUSE1094-14341-FEMALE_SAMPLED_43.222317340376	HOUSE1094_14341	43.222317340376
HOUSE5839-13559-MALE_SAMPLED_44.347374283243	HOUSE5839_13559	44.347374283243
HOUSE2099-11916-FEMALE_SAMPLED_42.4597368655371	HOUSE2099_11916	42.4597368655371
HOUSE2614-8055-MALE_SAMPLED_42.3752083062301	HOUSE2614_8055	42.3752083062301
HOUSE499-476-MALE_SAMPLED_40.1270360184291	HOUSE499_476	40.1270360184291
HOUSE5187-9396-MALE_SAMPLED_40.6607379446351	HOUSE5187_9396	40.6607379446351
HOUSE4681-10310-MALE_SAMPLED_40.1669097749568	HOUSE4681_10310	40.1669097749568
HOUSE1517-16729-MALE_SAMPLED_44.9849581448956	HOUSE1517_16729	44.9849581448956
HOUSE4469-9229-MALE_SAMPLED_43.912344891578	HOUSE4469_9229	43.912344891578
HOUSE816-17467-MALE_SAMPLED_44.0307058476445	HOUSE816_17467	44.0307058476445
HOUSE2118-2128-MALE_SAMPLED_31.5172629753805	HOUSE2118_2128	31.5172629753805
HOUSE326-11976-FEMALE_SAMPLED_43.403070733184	HOUSE326_11976	43.403070733184
HOUSE1151-11334-MALE_SAMPLED_40.434380033815	HOUSE1151_11334	40.434380033815
HOUSE1151-15179-FEMALE_SAMPLED_42.0151506259572	HOUSE1151_15179	42.0151506259572
HOUSE4380-4344-MALE_SAMPLED_43.6964147724211	HOUSE4380_4344	43.6964147724211
HOUSE3726-3666-MALE_SAMPLED_44.1867376614927	HOUSE3726_3666	44.1867376614927
HOUSE5990-6497-MALE_SAMPLED_44.9991501645584	HOUSE5990_6497	44.9991501645584
HOUSE980-14219-MALE_SAMPLED_42.3876606998965	HOUSE980_14219	42.3876606998965
HOUSE980-17739-FEMALE_SAMPLED_44.6677134195864	HOUSE980_17739	44.6677134195864
HOUSE2555-11537-MALE_SAMPLED_44.930388511124	HOUSE2555_11537	44.930388511124
HOUSE6019-16222-FEMALE_SAMPLED_43.1523690673361	HOUSE6019_16222	43.1523690673361
HOUSE1361-15931-MALE_SAMPLED_42.698572756482	HOUSE1361_15931	42.698572756482
HOUSE4328-4283-FEMALE_SAMPLED_40.1027639585708	HOUSE4328_4283	40.1027639585708
HOUSE2471-2495-FEMALE_SAMPLED_40.1803984671536	HOUSE2471_2495	40.1803984671536
HOUSE27-13493-FEMALE_SAMPLED_40.4096102772746	HOUSE27_13493	40.4096102772746
HOUSE2072-16943-MALE_SAMPLED_44.8541853995943	HOUSE2072_16943	44.8541853995943
HOUSE6019-13650-FEMALE_SAMPLED_41.0107023175806	HOUSE6019_13650	41.0107023175806
HOUSE1239-13660-MALE_SAMPLED_44.1055896843318	HOUSE1239_13660	44.1055896843318
HOUSE3421-15160-MALE_SAMPLED_44.6042144786528	HOUSE3421_15160	44.6042144786528
HOUSE3451-12354-FEMALE_SAMPLED_41.4355511781178	HOUSE3451_12354	41.4355511781178
HOUSE717-11054-MALE_SAMPLED_44.2772510915529	HOUSE717_11054	44.2772510915529
HOUSE964-11143-FEMALE_SAMPLED_40.9657084118167	HOUSE964_11143	40.9657084118167
HOUSE96-15731-FEMALE_SAMPLED_43.2885911765928	HOUSE96_15731	43.2885911765928
HOUSE651-16368-MALE_SAMPLED_43.7393272938298	HOUSE651_16368	43.7393272938298
HOUSE655-15527-MALE_SAMPLED_44.5932257434281	HOUSE655_15527	44.5932257434281
HOUSE131-11260-MALE_SAMPLED_41.7904048033552	HOUSE131_11260	41.7904048033552
HOUSE1217-1199-FEMALE_SAMPLED_41.9103996024933	HOUSE1217_1199	41.9103996024933
HOUSE5485-14936-MALE_SAMPLED_40.3094009053893	HOUSE5485_14936	40.3094009053893
HOUSE94-14636-MALE_SAMPLED_44.7067233286182	HOUSE94_14636	44.7067233286182
HOUSE1916-16429-MALE_SAMPLED_44.8526840742416	HOUSE1916_16429	44.8526840742416
HOUSE492-13938-MALE_SAMPLED_41.5058413756541	HOUSE492_13938	41.5058413756541
HOUSE869-855-FEMALE_SAMPLED_42.023440671619	HOUSE869_855	42.023440671619
HOUSE5995-5973-FEMALE_SAMPLED_41.5371059268575	HOUSE5995_5973	41.5371059268575
HOUSE418-6270-FEMALE_SAMPLED_41.0329713839048	HOUSE418_6270	41.0329713839048
HOUSE3263-3223-FEMALE_SAMPLED_40.0120312780171	HOUSE3263_3223	40.0120312780171
HOUSE3977-11590-FEMALE_SAMPLED_41.6541698576381	HOUSE3977_11590	41.6541698576381
HOUSE4603-14583-MALE_SAMPLED_43.3871590888714	HOUSE4603_14583	43.3871590888714
HOUSE4603-15590-FEMALE_SAMPLED_44.9675624726988	HOUSE4603_15590	44.9675624726988
HOUSE5366-15134-FEMALE_SAMPLED_42.0672558010954	HOUSE5366_15134	42.0672558010954
HOUSE4634-4599-FEMALE_SAMPLED_40.0855446732327	HOUSE4634_4599	40.0855446732327
HOUSE3137-12892-FEMALE_SAMPLED_42.4513491312973	HOUSE3137_12892	42.4513491312973
HOUSE592-14212-FEMALE_SAMPLED_40.7124407349563	HOUSE592_14212	40.7124407349563
HOUSE1232-12548-MALE_SAMPLED_40.7327773463564	HOUSE1232_12548	40.7327773463564
HOUSE2917-16003-MALE_SAMPLED_44.2997081477137	HOUSE2917_16003	44.2997081477137
HOUSE503-14834-FEMALE_SAMPLED_44.928208970696	HOUSE503_14834	44.928208970696
HOUSE1937-14301-MALE_SAMPLED_43.7155186074406	HOUSE1937_14301	43.7155186074406
HOUSE4473-4442-MALE_SAMPLED_44.592800972176	HOUSE4473_4442	44.592800972176
HOUSE790-14285-FEMALE_SAMPLED_43.8734985465884	HOUSE790_14285	43.8734985465884
HOUSE2560-2573-FEMALE_SAMPLED_40.7486452016676	HOUSE2560_2573	40.7486452016676
HOUSE4647-14136-MALE_SAMPLED_44.0402163274121	HOUSE4647_14136	44.0402163274121
HOUSE4647-16988-FEMALE_SAMPLED_44.7294509550958	HOUSE4647_16988	44.7294509550958
HOUSE251-15834-MALE_SAMPLED_42.9713432979879	HOUSE251_15834	42.9713432979879
HOUSE1829-11195-MALE_SAMPLED_42.0893556161456	HOUSE1829_11195	42.0893556161456
HOUSE3745-12501-MALE_SAMPLED_43.1062629295047	HOUSE3745_12501	43.1062629295047
HOUSE2030-14776-MALE_SAMPLED_42.0335470035207	HOUSE2030_14776	42.0335470035207
HOUSE2600-13232-MALE_SAMPLED_41.9287424629271	HOUSE2600_13232	41.9287424629271
HOUSE5678-13009-MALE_SAMPLED_44.0719265772263	HOUSE5678_13009	44.0719265772263
HOUSE2098-16043-MALE_SAMPLED_44.9670640488242	HOUSE2098_16043	44.9670640488242
HOUSE4068-16020-FEMALE_SAMPLED_41.7311039899924	HOUSE4068_16020	41.7311039899924
HOUSE2309-11300-MALE_SAMPLED_41.0735038986485	HOUSE2309_11300	41.0735038986485
HOUSE1659-9823-MALE_SAMPLED_41.2333033559844	HOUSE1659_9823	41.2333033559844
HOUSE1636-14339-MALE_SAMPLED_44.0618648891251	HOUSE1636_14339	44.0618648891251
HOUSE1512-16486-MALE_SAMPLED_44.016087300362	HOUSE1512_16486	44.016087300362
HOUSE4994-13422-MALE_SAMPLED_43.1238278816454	HOUSE4994_13422	43.1238278816454
HOUSE3896-11817-FEMALE_SAMPLED_44.825868666699	HOUSE3896_11817	44.825868666699
HOUSE6019-10637-FEMALE_SAMPLED_40.1119079652752	HOUSE6019_10637	40.1119079652752
HOUSE5451-14832-FEMALE_SAMPLED_44.893293574418	HOUSE5451_14832	44.893293574418
HOUSE5875-14888-MALE_SAMPLED_42.1128784789973	HOUSE5875_14888	42.1128784789973
HOUSE4899-17760-FEMALE_SAMPLED_44.9854401365882	HOUSE4899_17760	44.9854401365882
HOUSE1805-10930-MALE_SAMPLED_40.8360094362196	HOUSE1805_10930	40.8360094362196
HOUSE1610-13326-MALE_SAMPLED_41.5907898490481	HOUSE1610_13326	41.5907898490481
HOUSE1703-13876-MALE_SAMPLED_43.0564084218349	HOUSE1703_13876	43.0564084218349
HOUSE6019-13432-FEMALE_SAMPLED_43.7964112719055	HOUSE6019_13432	43.7964112719055
HOUSE2533-11370-FEMALE_SAMPLED_44.2406916270306	HOUSE2533_11370	44.2406916270306
HOUSE1505-16250-MALE_SAMPLED_43.6267687826719	HOUSE1505_16250	43.6267687826719
HOUSE6019-12884-FEMALE_SAMPLED_40.3664322847808	HOUSE6019_12884	40.3664322847808
HOUSE4962-11968-FEMALE_SAMPLED_40.4687339980693	HOUSE4962_11968	40.4687339980693
HOUSE3402-9573-MALE_SAMPLED_43.9213445480103	HOUSE3402_9573	43.9213445480103
HOUSE2668-2678-MALE_SAMPLED_30.7082968745381	HOUSE2668_2678	30.7082968745381
HOUSE2827-2823-FEMALE_SAMPLED_40.3198166751784	HOUSE2827_2823	40.3198166751784
HOUSE4518-6457-MALE_SAMPLED_40.3822939343539	HOUSE4518_6457	40.3822939343539
HOUSE1911-9520-MALE_SAMPLED_41.8128670052661	HOUSE1911_9520	41.8128670052661
HOUSE5285-9968-FEMALE_SAMPLED_40.6419752920089	HOUSE5285_9968	40.6419752920089
HOUSE2682-15831-MALE_SAMPLED_40.8783888129983	HOUSE2682_15831	40.8783888129983
HOUSE3846-15726-MALE_SAMPLED_44.1482871969868	HOUSE3846_15726	44.1482871969868
HOUSE2775-12474-MALE_SAMPLED_42.9693865521886	HOUSE2775_12474	42.9693865521886
HOUSE2775-14211-FEMALE_SAMPLED_44.6786962761115	HOUSE2775_14211	44.6786962761115
HOUSE4548-10834-MALE_SAMPLED_44.7886361890142	HOUSE4548_10834	44.7886361890142
HOUSE2370-13770-MALE_SAMPLED_44.9854567666413	HOUSE2370_13770	44.9854567666413
HOUSE2954-17201-FEMALE_SAMPLED_44.5752822288349	HOUSE2954_17201	44.5752822288349
HOUSE2638-14018-FEMALE_SAMPLED_43.7540368326696	HOUSE2638_14018	43.7540368326696
HOUSE1905-1897-FEMALE_SAMPLED_20.025867435732	HOUSE1905_1897	20.025867435732
HOUSE650-11495-MALE_SAMPLED_40.4802209232549	HOUSE650_11495	40.4802209232549
HOUSE258-13150-MALE_SAMPLED_42.2034183807401	HOUSE258_13150	42.2034183807401
HOUSE2177-11719-MALE_SAMPLED_31.1116990347167	HOUSE2177_11719	31.1116990347167
HOUSE552-7373-FEMALE_SAMPLED_43.3639468962792	HOUSE552_7373	43.3639468962792
HOUSE3192-3145-FEMALE_SAMPLED_24.4111387526749	HOUSE3192_3145	24.4111387526749
HOUSE516-9165-FEMALE_SAMPLED_31.8685680761158	HOUSE516_9165	31.8685680761158
HOUSE461-8057-FEMALE_SAMPLED_41.7463344956863	HOUSE461_8057	41.7463344956863
HOUSE806-10759-MALE_SAMPLED_41.4010280944131	HOUSE806_10759	41.4010280944131
HOUSE2101-2112-MALE_SAMPLED_40.9193317465859	HOUSE2101_2112	40.9193317465859
HOUSE6019-14023-FEMALE_SAMPLED_42.5170218752954	HOUSE6019_14023	42.5170218752954
HOUSE1637-12421-FEMALE_SAMPLED_44.6102535832844	HOUSE1637_12421	44.6102535832844
HOUSE2831-14042-MALE_SAMPLED_42.7859262110183	HOUSE2831_14042	42.7859262110183
HOUSE1302-8487-FEMALE_SAMPLED_43.8736140359111	HOUSE1302_8487	43.8736140359111
HOUSE5515-13328-MALE_SAMPLED_40.8944220277399	HOUSE5515_13328	40.8944220277399
HOUSE5051-11834-FEMALE_SAMPLED_40.5498446221463	HOUSE5051_11834	40.5498446221463
HOUSE2177-17031-MALE_SAMPLED_44.9480354491685	HOUSE2177_17031	44.9480354491685
HOUSE5465-8708-MALE_SAMPLED_43.3667432271687	HOUSE5465_8708	43.3667432271687
HOUSE2437-15438-MALE_SAMPLED_44.1575412085033	HOUSE2437_15438	44.1575412085033
HOUSE972-13179-FEMALE_SAMPLED_41.1209096515086	HOUSE972_13179	41.1209096515086
HOUSE5454-5440-MALE_SAMPLED_41.4747119906225	HOUSE5454_5440	41.4747119906225
HOUSE5454-5441-FEMALE_SAMPLED_40.9674704220116	HOUSE5454_5441	40.9674704220116
HOUSE2127-10118-MALE_SAMPLED_40.4993659511976	HOUSE2127_10118	40.4993659511976
HOUSE647-608-MALE_SAMPLED_40.8542331669014	HOUSE647_608	40.8542331669014
HOUSE2508-11951-MALE_SAMPLED_42.9961907996014	HOUSE2508_11951	42.9961907996014
HOUSE2322-13909-MALE_SAMPLED_43.9513835008256	HOUSE2322_13909	43.9513835008256
HOUSE4466-4434-MALE_SAMPLED_42.2703293093946	HOUSE4466_4434	42.2703293093946
HOUSE5826-5808-MALE_SAMPLED_43.7168504169676	HOUSE5826_5808	43.7168504169676
HOUSE875-863-FEMALE_SAMPLED_40.6846977194215	HOUSE875_863	40.6846977194215
HOUSE3679-3620-MALE_SAMPLED_40.0193302768803	HOUSE3679_3620	40.0193302768803
HOUSE1355-11069-MALE_SAMPLED_31.4311312073842	HOUSE1355_11069	31.4311312073842
HOUSE979-13496-MALE_SAMPLED_42.2930245279276	HOUSE979_13496	42.2930245279276
HOUSE979-15413-FEMALE_SAMPLED_44.5804049749379	HOUSE979_15413	44.5804049749379
HOUSE4164-9734-MALE_SAMPLED_42.3096457862984	HOUSE4164_9734	42.3096457862984
HOUSE2348-12986-MALE_SAMPLED_42.175083283846	HOUSE2348_12986	42.175083283846
HOUSE695-6547-FEMALE_SAMPLED_40.6549649980977	HOUSE695_6547	40.6549649980977
HOUSE4622-4582-MALE_SAMPLED_41.1350619384412	HOUSE4622_4582	41.1350619384412
HOUSE4622-14293-FEMALE_SAMPLED_40.774376106491	HOUSE4622_14293	40.774376106491
HOUSE1300-6237-FEMALE_SAMPLED_43.6019691310794	HOUSE1300_6237	43.6019691310794
HOUSE241-12802-MALE_SAMPLED_42.6372201195855	HOUSE241_12802	42.6372201195855
HOUSE6019-15632-FEMALE_SAMPLED_42.2718537071579	HOUSE6019_15632	42.2718537071579
HOUSE4997-14313-FEMALE_SAMPLED_42.1428584273666	HOUSE4997_14313	42.1428584273666
HOUSE5851-5833-FEMALE_SAMPLED_44.634246135829	HOUSE5851_5833	44.634246135829
HOUSE38-12000-MALE_SAMPLED_41.6970814492183	HOUSE38_12000	41.6970814492183
HOUSE139-13313-MALE_SAMPLED_44.0115335094742	HOUSE139_13313	44.0115335094742
HOUSE4853-4821-FEMALE_SAMPLED_40.1544402800494	HOUSE4853_4821	40.1544402800494
HOUSE2593-14336-MALE_SAMPLED_41.2667395058088	HOUSE2593_14336	41.2667395058088
HOUSE1528-14651-FEMALE_SAMPLED_41.8855552359007	HOUSE1528_14651	41.8855552359007
HOUSE5202-7563-MALE_SAMPLED_40.5459968547802	HOUSE5202_7563	40.5459968547802
HOUSE98-11973-MALE_SAMPLED_31.440281887178	HOUSE98_11973	31.440281887178
HOUSE1487-14061-MALE_SAMPLED_41.9512821805475	HOUSE1487_14061	41.9512821805475
HOUSE5216-10777-MALE_SAMPLED_42.4488913083989	HOUSE5216_10777	42.4488913083989
HOUSE5757-5744-MALE_SAMPLED_42.2661295427189	HOUSE5757_5744	42.2661295427189
HOUSE2391-15641-MALE_SAMPLED_41.6170494377954	HOUSE2391_15641	41.6170494377954
HOUSE4060-4013-FEMALE_SAMPLED_41.9256555149332	HOUSE4060_4013	41.9256555149332
HOUSE616-10254-MALE_SAMPLED_40.1547331073584	HOUSE616_10254	40.1547331073584
HOUSE4620-13504-MALE_SAMPLED_40.5632442538626	HOUSE4620_13504	40.5632442538626
HOUSE4620-17046-FEMALE_SAMPLED_43.3457679727165	HOUSE4620_17046	43.3457679727165
HOUSE4788-4752-MALE_SAMPLED_30.5677786355373	HOUSE4788_4752	30.5677786355373
HOUSE2889-2884-MALE_SAMPLED_43.2051649553685	HOUSE2889_2884	43.2051649553685
HOUSE1384-10055-FEMALE_SAMPLED_42.102358596815	HOUSE1384_10055	42.102358596815
HOUSE5379-14257-MALE_SAMPLED_41.1472001229413	HOUSE5379_14257	41.1472001229413
HOUSE877-15128-MALE_SAMPLED_44.347458477132	HOUSE877_15128	44.347458477132
HOUSE213-16547-FEMALE_SAMPLED_44.7740285078978	HOUSE213_16547	44.7740285078978
HOUSE5078-6251-MALE_SAMPLED_40.3221104410477	HOUSE5078_6251	40.3221104410477
HOUSE684-12043-MALE_SAMPLED_44.6741325187031	HOUSE684_12043	44.6741325187031
HOUSE1662-11912-FEMALE_SAMPLED_42.2876837872955	HOUSE1662_11912	42.2876837872955
HOUSE3011-16456-MALE_SAMPLED_42.6778434422616	HOUSE3011_16456	42.6778434422616
HOUSE3021-11360-FEMALE_SAMPLED_42.1754057519138	HOUSE3021_11360	42.1754057519138
HOUSE2374-13036-MALE_SAMPLED_40.5048209097125	HOUSE2374_13036	40.5048209097125
HOUSE3831-11287-MALE_SAMPLED_41.6800974332727	HOUSE3831_11287	41.6800974332727
HOUSE3831-11401-FEMALE_SAMPLED_41.872478206642	HOUSE3831_11401	41.872478206642
HOUSE6019-14746-FEMALE_SAMPLED_41.5061775653157	HOUSE6019_14746	41.5061775653157
HOUSE5194-5162-MALE_SAMPLED_40.4309683390421	HOUSE5194_5162	40.4309683390421
HOUSE1560-12443-FEMALE_SAMPLED_43.4633631026372	HOUSE1560_12443	43.4633631026372
HOUSE1255-13388-FEMALE_SAMPLED_44.7793194581755	HOUSE1255_13388	44.7793194581755
HOUSE4568-12740-FEMALE_SAMPLED_42.577965274686	HOUSE4568_12740	42.577965274686
HOUSE4983-9983-MALE_SAMPLED_41.1695561714134	HOUSE4983_9983	41.1695561714134
HOUSE1119-14054-MALE_SAMPLED_41.7898348241579	HOUSE1119_14054	41.7898348241579
HOUSE6019-14278-FEMALE_SAMPLED_42.3180166934617	HOUSE6019_14278	42.3180166934617
HOUSE1162-6359-MALE_SAMPLED_40.5602811928838	HOUSE1162_6359	40.5602811928838
HOUSE1364-1345-FEMALE_SAMPLED_44.8031661067876	HOUSE1364_1345	44.8031661067876
HOUSE2376-9371-MALE_SAMPLED_41.3755756721366	HOUSE2376_9371	41.3755756721366
HOUSE133-11735-FEMALE_SAMPLED_42.833677904948	HOUSE133_11735	42.833677904948
